title,category,code,description_en,hierarchy_level,broader_concept_code,uri,broader_concept_uri,number_of_items
"evaluating systems, programmes, equipment and products",S,S2.7.6,"Evaluating and analysing information on the performance of systems, processes, practices, programmes, equipment or products.",3,S2.7,http://data.europa.eu/esco/skill/S2.7.6,http://data.europa.eu/esco/skill/S2.7,45
"monitoring, inspecting and testing",S,S2.8,"Examining and investigating problems, sites or objects to assess functioning or compliance with standards, laws or regulations.",2,S2,http://data.europa.eu/esco/skill/S2.8,http://data.europa.eu/esco/skill/S2,668
"monitoring, inspecting and testing",S,S2.8.0,"Examining and investigating problems, sites or objects to assess functioning or compliance with standards, laws or regulations.",3,S2.8,http://data.europa.eu/esco/skill/S2.8.0,http://data.europa.eu/esco/skill/S2.8,45
"monitoring, inspecting and testing equipment, systems and products",S,S2.8.1,"Monitoring, inspecting and testing equipment, systems and products to determine whether or not they meet requirements for adequate functioning or use.",3,S2.8,http://data.europa.eu/esco/skill/S2.8.1,http://data.europa.eu/esco/skill/S2.8,319
monitoring operational activities,S,S2.8.2,Monitoring the operations of a business or organisation to ensure adequate performance and compliance with regulatory requirements.,3,S2.8,http://data.europa.eu/esco/skill/S2.8.2,http://data.europa.eu/esco/skill/S2.8,93
monitoring financial and economic resources and activity,S,S2.8.3,"Monitor parameters to maintain awareness of levels of financial resources and expenditure, stocks, and the economic environment.",3,S2.8,http://data.europa.eu/esco/skill/S2.8.3,http://data.europa.eu/esco/skill/S2.8,33
monitoring safety or security,S,S2.8.4,"Monitoring and inspecting the safety or security of work areas, facilities, or properties.",3,S2.8,http://data.europa.eu/esco/skill/S2.8.4,http://data.europa.eu/esco/skill/S2.8,62
monitoring environmental conditions,S,S2.8.5,"Measuring and maintaining awareness of changes in environmental conditions including the weather, air and water quality, and the impact of human activities on nature.",3,S2.8,http://data.europa.eu/esco/skill/S2.8.5,http://data.europa.eu/esco/skill/S2.8,41
monitoring health conditions,S,S2.8.6,Monitoring health conditions of humans or animals.,3,S2.8,http://data.europa.eu/esco/skill/S2.8.6,http://data.europa.eu/esco/skill/S2.8,42
testing and analysing substances,S,S2.8.8,"Performing tests and analyses of gases, fluids or solid substances, such as blood samples, cell cultures and samples of food and beverages.",3,S2.8,http://data.europa.eu/esco/skill/S2.8.8,http://data.europa.eu/esco/skill/S2.8,33
monitoring developments in area of expertise,S,S2.9,"Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.",2,S2,http://data.europa.eu/esco/skill/S2.9,http://data.europa.eu/esco/skill/S2,71
monitoring developments in area of expertise,S,S2.9.0,"Monitoring and keeping knowledge up-to-date concerning new research, methodologies, regulations, policies technological developments and other significant changes relevant to a particular field of specialisation.",3,S2.9,http://data.europa.eu/esco/skill/S2.9.0,http://data.europa.eu/esco/skill/S2.9,71
assisting and caring,S,S3,"Providing assistance, nurturing, care, service and support to people, and ensuring compliance to rules, standards, guidelines or laws.",1,S,http://data.europa.eu/esco/skill/S3,http://data.europa.eu/esco/skill/S,1056
assisting and caring,S,S3.0,"Providing assistance, nurturing, care, service and support to people, and ensuring compliance to rules, standards, guidelines or laws.",2,S3,http://data.europa.eu/esco/skill/S3.0,http://data.europa.eu/esco/skill/S3,2
assisting and caring,S,S3.0.0,"Providing assistance, nurturing, care, service and support to people, and ensuring compliance to rules, standards, guidelines or laws.",3,S3.0,http://data.europa.eu/esco/skill/S3.0.0,http://data.europa.eu/esco/skill/S3.0,2
counselling,S,S3.1,"Responding to clients' needs by interpreting their emotional and motivational states, and determining and providing appropriate support or interventions.",2,S3,http://data.europa.eu/esco/skill/S3.1,http://data.europa.eu/esco/skill/S3,56
counselling,S,S3.1.0,"Responding to clients' needs by interpreting their emotional and motivational states, and determining and providing appropriate support or interventions.",3,S3.1,http://data.europa.eu/esco/skill/S3.1.0,http://data.europa.eu/esco/skill/S3.1,2
"counselling on personal, family or social issues",S,S3.1.1,"Responding to clients' needs by interpreting their emotional and motivational states, and assisting them to understand their situation.",3,S3.1,http://data.europa.eu/esco/skill/S3.1.1,http://data.europa.eu/esco/skill/S3.1,27
providing support to resolve problems,S,S3.1.2,"Providing appropriate support or interventions to others to assist them to resolve their personal, family or social problems.",3,S3.1,http://data.europa.eu/esco/skill/S3.1.2,http://data.europa.eu/esco/skill/S3.1,18
assisting people to access services,S,S3.1.3,"Assist others to gain access to social, legal or other services and benefits, including making referrals to other professionals and organisations.",3,S3.1,http://data.europa.eu/esco/skill/S3.1.3,http://data.europa.eu/esco/skill/S3.1,9
providing health care or medical treatments,S,S3.2,Treating injuries and health conditions through the provision of health care and medical treatments to people.,2,S3,http://data.europa.eu/esco/skill/S3.2,http://data.europa.eu/esco/skill/S3,233
providing health care or medical treatments,S,S3.2.0,Treating injuries and health conditions through the provision of health care and medical treatments to people.,3,S3.2,http://data.europa.eu/esco/skill/S3.2.0,http://data.europa.eu/esco/skill/S3.2,21
"providing medical, dental and nursing care",S,S3.2.1,"Treating injuries and health conditions among humans, through administering medication and providing other medical treatments and nursing care.",3,S3.2,http://data.europa.eu/esco/skill/S3.2.1,http://data.europa.eu/esco/skill/S3.2,92
performing surgical procedures,S,S3.2.2,Treating injuries and health conditions through provision of various types of surgical intervention.,3,S3.2,http://data.europa.eu/esco/skill/S3.2.2,http://data.europa.eu/esco/skill/S3.2,22
providing physical therapies,S,S3.2.3,"Treating injuries and health conditions through physiotherapy, massage, chiropractic and other physical therapies.",3,S3.2,http://data.europa.eu/esco/skill/S3.2.3,http://data.europa.eu/esco/skill/S3.2,22
providing psychological and occupational therapies,S,S3.2.4,"Treating human health conditions through provision psychological and occupational, music or related therapies.",3,S3.2,http://data.europa.eu/esco/skill/S3.2.4,http://data.europa.eu/esco/skill/S3.2,39
"prescribing and ordering medical tests, treatments or devices",S,S3.2.5,"Ordering medical tests such as blood tests or medical imaging, planning courses of treatment and prescribing medication, or medical and prosthetic devices.",3,S3.2,http://data.europa.eu/esco/skill/S3.2.5,http://data.europa.eu/esco/skill/S3.2,26
fitting assistive devices,S,S3.2.6,Fitting assistive devices such as prostheses or orthotics to patients or clients.,3,S3.2,http://data.europa.eu/esco/skill/S3.2.6,http://data.europa.eu/esco/skill/S3.2,11
protecting and enforcing,S,S3.3,"Responding to public and personal safety and security needs and ensuring compliance to rules, standards, guidelines or laws.",2,S3,http://data.europa.eu/esco/skill/S3.3,http://data.europa.eu/esco/skill/S3,462
protecting and enforcing,S,S3.3.0,"Responding to public and personal safety and security needs and ensuring compliance to rules, standards, guidelines or laws.",3,S3.3,http://data.europa.eu/esco/skill/S3.3.0,http://data.europa.eu/esco/skill/S3.3,8
complying with health and safety procedures,S,S3.3.1,"Ensuring compliance to rules, standards, guidelines laws or good practices relating to the health and safety of oneself, co-workers, employees and the public.",3,S3.3,http://data.europa.eu/esco/skill/S3.3.1,http://data.europa.eu/esco/skill/S3.3,143
complying with environmental protection laws and standards,S,S3.3.2,"Ensuring compliance with regulations, standards, guidelines, laws or practices relating to the protection of the environment.",3,S3.3,http://data.europa.eu/esco/skill/S3.3.2,http://data.europa.eu/esco/skill/S3.3,41
complying with legal and organisational guidelines,S,S3.3.3,"Ensuring compliance with rules, standards, policies, guidelines or laws relating to matters other than health, safety and the environment.",3,S3.3,http://data.europa.eu/esco/skill/S3.3.3,http://data.europa.eu/esco/skill/S3.3,139
verifying identities and documentation,S,S3.3.4,"Check an individuals' documentation, such as driver's licenses, official identification documents, travel documents and tickets, to ensure compliance with legal regulations, identify individuals, and assess their right to access services, areas or facilities.",3,S3.3,http://data.europa.eu/esco/skill/S3.3.4,http://data.europa.eu/esco/skill/S3.3,35
maintaining and enforcing physical security,S,S3.3.5,Ensuring safety and security of persons and property through physical actions.,3,S3.3,http://data.europa.eu/esco/skill/S3.3.5,http://data.europa.eu/esco/skill/S3.3,81
protecting privacy and personal data,S,S3.3.6,"Using and sharing identifiable information about individuals or enterprises in a manner that respects data protection principles, privacy and confidentiality.",3,S3.3,http://data.europa.eu/esco/skill/S3.3.6,http://data.europa.eu/esco/skill/S3.3,15
providing information and support to the public and clients,S,S3.4,"Assisting the public by answering questions, making recommendations, and providing information or support in response to requests.",2,S3,http://data.europa.eu/esco/skill/S3.4,http://data.europa.eu/esco/skill/S3,145
providing information and support to the public and clients,S,S3.4.0,"Assisting the public by answering questions, making recommendations, and providing information or support in response to requests.",3,S3.4,http://data.europa.eu/esco/skill/S3.4.0,http://data.europa.eu/esco/skill/S3.4,7
providing information to the public and clients,S,S3.4.1,"Answering questions, making recommendations, and providing information or support in response to requests from clients, customers, guests or members of the public.",3,S3.4,http://data.europa.eu/esco/skill/S3.4.1,http://data.europa.eu/esco/skill/S3.4,60
accompanying people,S,S3.4.2,"Accompanying, escorting or guiding other people or groups of people on trips, social events, outings or crossing roads.",3,S3.4,http://data.europa.eu/esco/skill/S3.4.2,http://data.europa.eu/esco/skill/S3.4,16
assisting people with paperwork,S,S3.4.3,"Assisting others with completing forms, provision of documentation required for access to services, issuance of official documents or enrolment in programmes.",3,S3.4,http://data.europa.eu/esco/skill/S3.4.3,http://data.europa.eu/esco/skill/S3.4,9
